Unnamed: 0,项目编码,项目名称,角色,姓名
1041,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,靳家佳
1042,TZ-2023-HE-000360,河北邯郸馆陶100MW风电项目,项目成员,杨诗斌
1043,TZ-2023-HA-000195,河南新乡原阳100MW风电项目,项目成员,杨诗斌
1044,TZ-2023-HL-000113,黑龙江齐齐哈尔依安200MW风电项目,项目成员,杨诗斌
1045,TZ-2023-HE-000360,河北邯郸馆陶100MW风电项目,项目成员,柳琳
1046,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目成员,郭婧
1047,TZ-2023-GX-000110,广西罗城100MW光伏项目,项目成员,张建国
1048,TZ-2023-HA-000195,河南新乡原阳100MW风电项目,项目成员,田扩
1049,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,靳家佳
1050,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,黄宇鹏
1051,TZ-2023-HE-000174,河北滦平协亨100MW风电项目,项目成员,杨诗斌
1052,TZ-2023-LN-000233,辽宁灯塔东润36MW分散式风电项目,项目成员,杨诗斌
1053,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目成员,黄宇鹏
1054,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,黄宇鹏
1055,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,闫欢欢
1056,TZ-2023-GX-000110,广西罗城100MW光伏项目,项目成员,杨诗斌
1057,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,田扩
1058,TZ-2023-HA-000195,河南新乡原阳100MW风电项目,项目成员,田扩
1059,TZ-2023-LN-000233,辽宁灯塔东润36MW分散式风电项目,项目成员,朱静思
1060,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,朱静思
1061,TZ-2023-HE-000174,河北滦平协亨100MW风电项目,项目成员,柳琳
1062,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目成员,张建国
1063,TZ-2018-SD-000029,山东枣庄昊源一期10MW光伏项目,项目成员,朱静思
1064,TZ-2020-XJ-000044,新疆北塔山中惠天合50MW光伏项目,项目成员,李玥熠
1065,TZ-2020-XJ-000043,新疆北塔山保利招商100MW光伏项目,项目成员,李玥熠
1066,TZ-2019-XJ-000009,新疆木垒联合光伏100MW光伏项目,项目经理,李玥熠
1067,TZ-2020-XJ-000075,新疆老君庙浦类海99MW风电项目,项目成员,李玥熠
1068,TZ-2020-XJ-000076,新疆老君庙丝路大成50MW风电项目,项目经理,李玥熠
1069,TZ-2020-XJ-000077,新疆老君庙国新天立49.5MW风电项目,项目经理,李玥熠
1070,TZ-2009-FJ-000109,福建光泽凯圣24MW生物质项目,项目成员,朱静思
1071,TZ-2023-GX-000110,广西罗城100MW光伏项目,项目成员,靳家佳
1072,TZ-2023-TJ-000121,天津汉沽悦通达44.48MW分散式风电项目,项目成员,靳家佳
1073,TZ-2024-HE-000373,河北承德丰宁100MW光伏项目,项目成员,斯琴塔娜
1074,TZ-2023-TJ-000061,天津西青大寺镇诚开120MW光伏项目,项目成员,靳家佳
1075,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目成员,靳家佳
1076,TZ-2018-LN-000011,辽宁大连中车12MW分布式光伏项目,项目成员,靳家佳
1077,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目成员,靳家佳
1078,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目成员,靳家佳
1079,TZ-2018-HL-000010,黑龙江安达昌德40MW光伏项目,项目成员,靳家佳
1080,TZ-2023-NX-000119,宁夏青铜峡邵岗20MW分散式风电项目,项目成员,田扩
1081,TZ-2023-AH-000131,安徽蚌埠尚能30MW风电项目,项目经理,张浩冉
1082,TZ-2016-SD-000067,山东夏津田庄100MW风电项目（一期）,项目经理,斯琴塔娜
1083,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目成员,靳家佳
1084,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目成员,杨诗斌
1085,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,张建国
1086,TZ-2024-NM-000451,内蒙古锡林郭勒源网荷储400MW风电项目,项目成员,邹博文
1087,TZ-2019-SX-000440,山西平顺佛堂岭80MW+平顺国合170MW光伏领跑基地项目,项目成员,朱静思
1088,TZ-2024-XJ-000434,新疆塔城额敏天润三期49.5MW风电项目,项目成员,杨明
1089,TZ-2024-XJ-000434,新疆塔城额敏天润三期49.5MW风电项目,项目成员,郭婧
1090,TZ-2025-NM-000460,内蒙古锡林郭勒源网荷储一体化40MW光伏项目,项目成员,邹博文
1091,TZ-2025-NM-000460,内蒙古锡林郭勒源网荷储一体化40MW光伏项目,项目成员,田扩
1092,TZ-2025-NM-000459,内蒙古锡林郭勒源网荷储一体化360MW风电项目,项目成员,邹博文
1093,TZ-2025-NM-000459,内蒙古锡林郭勒源网荷储一体化360MW风电项目,项目成员,田扩
1094,TZ-2024-TJ-000418,天津宁河丰台南埋珠60MW集中式风电项目,项目成员,黄宇鹏
1095,TZ-2024-XJ-000433,新疆塔城额敏天润二期49.5MW风电项目,项目成员,杨明
1096,TZ-2024-XJ-000433,新疆塔城额敏天润二期49.5MW风电项目,项目成员,郭婧
1097,TZ-2021-FJ-000441,福建宁德上汽21MW+3.9MW分布式光伏项目,项目经理,续慧
1098,TZ-2024-SC-000426,金开佰舟水电投资合伙企业（有限合伙）,项目成员,朱静思
1099,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,田扩
1100,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,车轶新
1101,TZ-2024-BJ-000416,金开启昱（北京）新能源发展合伙企业（有限合伙）合伙份额投资项目,项目经理,杨明
1102,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,杨明
1103,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,张浩冉
1104,TZ-2024-HE-000445,河北承德丰宁润乾221MW光伏项目,项目成员,杨志会
1105,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目成员,杨志会
1106,TZ-2024-AH-000437,安徽宿州灵璧天润50MW平原风电场项目,项目成员,黄宇鹏
1107,TZ-2024-XJ-000415,新疆哈密弗光11.7644MW光伏项目,项目成员,张浩冉
1108,TZ-2024-SX-000425,山西朔州平鲁区49MW分散式风电项目,项目成员,张浩冉
1109,TZ-2024-SD-000417,山东滨州北海晟日100MW风电项目,项目成员,杨诗斌
1110,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,张浩冉
1111,TZ-2024-XJ-000398,新疆塔城托里500MW风电项目,项目成员,杨诗斌
1112,TZ-2024-HE-000445,河北承德丰宁润乾221MW光伏项目,项目成员,邹博文
1113,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目成员,邹博文
1114,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,张丰盛
1115,TZ-2024-XJ-000435,新疆哈密伊州天润20MW光伏发电项目,项目成员,靳家佳
1116,TZ-2024-AH-000437,安徽宿州灵璧天润50MW平原风电场项目,项目成员,张丰盛
1117,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,杨明
1118,TZ-2024-XJ-000415,新疆哈密弗光11.7644MW光伏项目,项目成员,杨明
1119,TZ-2024-SX-000425,山西朔州平鲁区49MW分散式风电项目,项目成员,靳家佳
1120,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,靳家佳
1121,TZ-2024-XJ-000398,新疆塔城托里500MW风电项目,项目成员,杨明
1122,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,朱静思
1123,TZ-2023-GD-000355,广东化州杨梅80MW光伏项目,项目成员,田扩
1124,TZ-2024-NM-000451,内蒙古锡林郭勒源网荷储400MW风电项目,项目成员,王馨琰
1125,TZ-2024-HE-000445,河北承德丰宁润乾221MW光伏项目,项目成员,朱静思
1126,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目成员,朱静思
1127,TZ-2024-XJ-000436,新疆哈密十三间房天润247.5MW风电项目,项目成员,朱静思
1128,TZ-2024-XJ-000435,新疆哈密伊州天润20MW光伏发电项目,项目成员,朱静思
1129,TZ-2024-AH-000437,安徽宿州灵璧天润50MW平原风电场项目,项目成员,朱静思
1130,TZ-2024-XJ-000415,新疆哈密弗光11.7644MW光伏项目,项目成员,朱静思
1131,TZ-2024-SX-000425,山西朔州平鲁区49MW分散式风电项目,项目成员,朱静思
1132,TZ-2024-XJ-000435,新疆哈密伊州天润20MW光伏发电项目,项目成员,王馨琰
1133,TZ-2024-XJ-000407,新疆哈密伊州十三间房50MW风电项目,项目成员,谭双琪
1134,TZ-2024-XJ-000398,新疆塔城托里500MW风电项目,项目成员,王馨琰
1135,TZ-2024-HE-000446,河北承德丰宁润电300MW风电项目,项目成员,田扩
1136,TZ-2024-HL-000400,黑龙江黑河俄电工业园1000MW风电项目,项目成员,柳琳
1137,TZ-2024-XJ-000424,新疆哈密伊吾智算中心项目,项目成员,田扩
1138,TZ-2024-SD-000406,山东枣庄市中区75MW风电项目,项目成员,朱静思
1139,TZ-2024-XJ-000432,新疆昌吉木垒天润100MW风电项目,项目经理,张建国
1140,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,张建国
1141,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,田扩
1142,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,沈男
1143,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,方晨
1144,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,方晨
1145,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,邢智全
1146,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,覃鸿念
1147,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,邱凯
1148,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,杨雅婷
1149,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,朱静思
1150,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,马思远
1151,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,韩雷兴
1152,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,张春成
1153,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,史丹阳
1154,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,郑辉
1155,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,靳家佳
1156,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,许燕
1157,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,斯琴塔娜
1158,TZ-2025-NM-000464,内蒙赤峰克旗1000MW保障性风电项目,项目经理,周博川
1159,TZ-2025-NM-000464,内蒙赤峰克旗1000MW保障性风电项目,项目经理(主责),刘畅
1160,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,杨雨澄
1161,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目成员,刘禹
1162,TZ-2025-JS-000463,江苏盐城滨海盐海化工30MW/80MWH储能项目,项目经理(主责),周博川
1163,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,房薇
1164,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,柳琳
1165,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,郭威
1166,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,郑辉
1167,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,张弘
1168,TZ-2024-GQJJ-000402,中国航空工业新能源投资有限公司股权投资项目,项目成员,杨明
1169,TZ-2025-AH-000465,安徽亳州涡阳100MW风电项目,项目经理(主责),文浩宇
1170,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,方晨
1171,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,韩雷兴
1172,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,朱晨光
1173,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,靳家佳
1174,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,张弘
1175,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目成员,邱凯
1176,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目经理(主责),夏雄星
1177,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目经理(主责),夏雄星
1178,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目经理(主责),夏雄星
1179,TZ-2023-GD-000153,广东河源义容60MW光伏项目,项目经理(主责),夏雄星
1180,TZ-2023-GD-000155,广东梅州瑞轮11.89MW分布式光伏项目,项目经理(主责),夏雄星
1181,TZ-2023-GD-000154,广东梅州诺科11.94MW分布式光伏项目,项目经理(主责),夏雄星
1182,-,新疆维吾尔自治区巴音郭楞蒙古自治州若羌县500MW风电项目,项目经理(主责),王阳阳
1183,-,浙江省衢州市常山县200MW光伏项目,项目经理(主责),王阳阳
1184,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,方晨
1185,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,黎敏妮
1186,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,韩雷兴
1187,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,郭婧
1188,TZ-2023-TJ-000122,天津杨家泊智通43.2MW风电项目,项目成员,唐钺
1189,-,云南省怒江傈僳族自治州兰坪白族普米族自治县100MW水电项目,项目成员,靳家佳
1190,-,广西壮族自治区百色市田林县230MW水电项目,项目成员,靳家佳
1191,TZ-2024-SD-000406,山东枣庄市中区75MW风电项目,项目成员,张丰盛
1192,-,云南省怒江傈僳族自治州兰坪白族普米族自治县100MW水电项目,项目经理(主责),王阳阳
1193,-,内蒙古自治区包头市固阳县49.5MW风电项目,项目经理(主责),斯琴塔娜
1194,-,广西壮族自治区百色市田林县230MW水电项目,项目经理(主责),王阳阳
1195,-,内蒙古自治区包头市固阳县148.5MW一体化项目,项目经理(主责),斯琴塔娜
1196,TZ-2015-ZJ-000033,浙江龙游瑞源10MW光伏项目,项目经理,刘畅
1197,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,黎敏妮
1198,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,方晨
1199,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,韩雷兴
1200,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,张文睿
1201,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,张珂
1202,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,方晨
1203,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,黎敏妮
1204,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,邓栗
1205,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,韩雷兴
1206,TZ-2021-SD-000443,上海安靠5.98MW分布式光伏40%股权并购项目,项目成员,覃鸿念
1207,TZ-2025-HB-000461,湖北黄冈黄梅100MW风电项目,项目经理,赵雅
1208,TZ-2024-TJ-000390,天津宝坻大唐庄40MW风电项目,项目经理,黄宇鹏
1209,TZ-2024-TJ-000390,天津宝坻大唐庄40MW风电项目,项目经理,张浩冉
1210,TZ-2024-TJ-000390,天津宝坻大唐庄40MW风电项目,项目经理,杨明
1211,TZ-2024-TJ-000390,天津宝坻大唐庄40MW风电项目,项目经理,朱静思
1212,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,方晨
1213,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,宋艺涓
1214,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,邢智全
1215,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,覃鸿念
1216,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,邱凯
1217,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,王馨琰
1218,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,邹博文
1219,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,杨雅婷
1220,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,韩雷兴
1221,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,史丹阳
1222,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,邹博文
1223,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,郑辉
1224,TZ-2025-NM-600459,内蒙古锡林郭勒源网荷储400MW一体化项目,项目成员,史丹阳
1225,TZ-2023-GX-000110,广西罗城100MW光伏项目,项目成员,黄宇鹏
1226,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,斯琴塔娜
1227,TZ-2024-NM-000444,内蒙包铝懿晟200MW绿色供电风电项目,项目成员,田扩
1228,TZ-2023-JS-600089,江苏徐州睢宁13.2MW+19.8MW分散式风电项目,项目成员,田扩
1229,TZ-2023-JS-600089,江苏徐州睢宁13.2MW+19.8MW分散式风电项目,项目成员,斯琴塔娜
1230,TZ-2013-NX-000003,宁夏同心隆基一期30MW光伏项目,项目部(经理),黄宇鹏
1231,TZ-2015-NX-000004,宁夏同心隆基二期40MW光伏项目,项目部(经理),黄宇鹏
1232,TZ-2015-HE-000019,河北涞源泉裕20MW光伏项目,项目部(经理),黄宇鹏
1233,TZ-2019-SH-000035,上海浦东商飞2MW分布式光伏项目,项目经理,黄宇鹏
1234,TZ-2015-NX-000005,宁夏盐池国信100MW光伏项目,项目部(经理),黄宇鹏
1235,TZ-2016-NX-000006,宁夏红寺堡嘉润19.125MW分布式光伏项目,项目部(经理),黄宇鹏
1236,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目部(经理),黄宇鹏
1237,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目部(经理),黄宇鹏
1238,TZ-2023-JS-600101,江苏常州蜂巢14MW分布式光伏+2.8MW/9.03MWh储能项目,项目经理,黄宇鹏
1239,TZ-2023-JS-600089,江苏徐州睢宁13.2MW+19.8MW分散式风电项目,项目部(经理),黄宇鹏
1240,TZ-2023-JS-000101,江苏常州蜂巢14MW分布式光伏项目,项目经理,黄宇鹏
1241,TZ-2023-JS-000339,江苏常州蜂巢2.8MW/9.03MWh储能项目,项目经理,黄宇鹏
1242,TZ-2023-JS-000089,江苏徐州睢宁一期13.2MW分散式风电项目,项目部(经理),黄宇鹏
1243,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目部(经理),黄宇鹏
1244,TZ-2018-SX-000025,山西寿阳里思100MW光伏项目（2#）,项目部(经理),黄宇鹏
1245,TZ-2018-SX-000026,山西寿阳建公100MW光伏项目（4#）,项目部(经理),黄宇鹏
1246,TZ-2015-NX-000001,宁夏中宁隆基天华20MW光伏项目,项目部(经理),黄宇鹏
1247,TZ-2015-NX-000002,宁夏中宁利能30MW光伏项目,项目经理,黄宇鹏
1248,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),黄宇鹏
1249,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目部(经理),黄宇鹏
1250,TZ-2018-SX-600025,山西寿阳里思100MW+建公100MW光伏项目,项目部(经理),黄宇鹏
1251,TZ-2015-HE-000016,河北海兴小山50MW光伏项目,项目部(经理),黄宇鹏
1252,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),黄宇鹏
1253,TZ-2015-HE-000019,河北涞源泉裕20MW光伏项目,项目部(经理),夏亮
1254,TZ-2019-SH-000035,上海浦东商飞2MW分布式光伏项目,项目部(经理),夏亮
1255,TZ-2017-SH-000036,上海国家会展2.2MW分布式光伏项目,项目部(经理),夏亮
1256,TZ-2019-XJ-000007,新疆木垒天辉100MW光伏项目,项目部(经理),夏亮
1257,TZ-2019-XJ-000008,新疆木垒采田100MW光伏项目,项目部(经理),夏亮
1258,TZ-2019-XJ-000009,新疆木垒联合光伏100MW光伏项目,项目部(经理),夏亮
1259,TZ-2020-XJ-000073,新疆北塔山华风汇能100MW风电项目,项目部(经理),夏亮
1260,TZ-2020-XJ-000074,新疆奇台新科100MW风电项目,项目部(经理),夏亮
1261,TZ-2016-NX-000006,宁夏红寺堡嘉润19.125MW分布式光伏项目,项目部(经理),夏亮
1262,TZ-2016-AH-000037,安徽合肥大川40MW光伏项目,项目部(经理),夏亮
1263,TZ-2020-XJ-000043,新疆北塔山保利招商100MW光伏项目,项目部(经理),夏亮
1264,TZ-2020-XJ-000044,新疆北塔山中惠天合50MW光伏项目,项目部(经理),夏亮
1265,TZ-2020-XJ-000075,新疆老君庙浦类海99MW风电项目,项目部(经理),夏亮
1266,TZ-2020-XJ-000076,新疆老君庙丝路大成50MW风电项目,项目部(经理),夏亮
1267,TZ-2020-XJ-000077,新疆老君庙国新天立49.5MW风电项目,项目部(经理),夏亮
1268,TZ-2020-XJ-000072,新疆木垒大石头第五风电场200MW项目,项目部(经理),夏亮
1269,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目部(经理),夏亮
1270,TZ-2009-FJ-000109,福建光泽凯圣24MW生物质项目,项目部(经理),夏亮
1271,TZ-2021-NX-000108,宁夏吴忠太阳山20MW光伏项目,项目部(经理),夏亮
1272,TZ-2021-SX-000118,山西芮城九广20MW分散式风电项目,项目部(经理),夏亮
1273,TZ-2017-LN-000012,辽宁沈阳机床36MW分布式光伏项目,项目部(经理),夏亮
1274,TZ-2017-LN-000013,辽宁北方重工30MW分布式光伏项目,项目部(经理),夏亮
1275,TZ-2018-GX-000040,广西蓝铁11.7MW分布式光伏项目,项目部(经理),夏亮
1276,TZ-2014-JS-000032,江苏金湖正辉100MW光伏项目,项目部(经理),夏亮
1277,TZ-2022-LN-000111,辽宁抚顺晶能100MW光伏项目,项目部(经理),夏亮
1278,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目部(经理),夏亮
1279,TZ-2023-SN-000267,陕西府谷润泽40MW分散式风电项目,项目部(经理),夏亮
1280,TZ-2023-AH-000130,安徽亳州万事通100MW风电项目,项目部(经理),夏亮
1281,TZ-2016-XJ-000070,新疆托克逊风城99MW风电项目,项目部(经理),夏亮
1282,TZ-2017-AH-000439,安徽蜡笔小新6MW分布式+万爱电器5.5MW光伏项目,项目部(经理),夏亮
1283,TZ-2019-SX-000440,山西平顺佛堂岭80MW+平顺国合170MW光伏领跑基地项目,项目部(经理),夏亮
1284,TZ-2016-SD-600067,山东夏津田庄100MW+新盛100MW风电项目,项目部(经理),夏亮
1285,TZ-2023-JS-600101,江苏常州蜂巢14MW分布式光伏+2.8MW/9.03MWh储能项目,项目部(经理),夏亮
1286,TZ-2023-JS-600089,江苏徐州睢宁13.2MW+19.8MW分散式风电项目,项目部(经理),夏亮
1287,TZ-2016-SD-000067,山东夏津田庄100MW风电项目（一期）,项目部(经理),夏亮
1288,TZ-2017-SD-000068,山东夏津新盛100MW风电项目（二期）,项目部(经理),夏亮
1289,TZ-2023-JS-000101,江苏常州蜂巢14MW分布式光伏项目,项目部(经理),夏亮
1290,TZ-2023-JS-000339,江苏常州蜂巢2.8MW/9.03MWh储能项目,项目部(经理),夏亮
1291,TZ-2023-JS-000089,江苏徐州睢宁一期13.2MW分散式风电项目,项目部(经理),夏亮
1292,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目部(经理),夏亮
1293,TZ-2015-NX-000001,宁夏中宁隆基天华20MW光伏项目,项目部(经理),夏亮
1294,TZ-2023-GD-000095,广东梅州粤智安流镇70MW光伏项目,项目部(经理),夏亮
1295,TZ-2023-GD-600095,广东梅州粤智安流镇70MW+横陂镇57MW光伏项目,项目部(经理),夏亮
1296,TZ-2023-GD-000096,广东梅州粤智横陂镇57MW光伏项目,项目部(经理),夏亮
1297,TZ-2015-ZJ-000033,浙江龙游瑞源10MW光伏项目,项目部(经理),夏亮
1298,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目成员,田扩
1299,TZ-2023-JS-000089,江苏徐州睢宁一期13.2MW分散式风电项目,项目成员,田扩
1300,TZ-2023-JS-000090,江苏徐州睢宁二期19.8MW分散式风电项目,项目成员,斯琴塔娜
1301,TZ-2023-JS-000089,江苏徐州睢宁一期13.2MW分散式风电项目,项目成员,斯琴塔娜
1302,TZ-2023-AH-000130,安徽亳州万事通100MW风电项目,项目经理,黄宇鹏
1303,TZ-2023-HB-000105,湖北石首开奥50MW/100MWh储能项目,项目部(经理),陈金柱
1304,TZ-2023-HB-000104,湖北监利昌昊50MW/100MWh储能项目,项目部(经理),鞠飞
1305,TZ-2023-HB-000062,湖北石首团山寺70MW光伏项目,项目部(经理),陈金柱
1306,TZ-2009-FJ-000109,福建光泽凯圣24MW生物质项目,项目部(经理),黄宇鹏
1307,TZ-2020-XJ-000074,新疆奇台新科100MW风电项目,项目部(经理),黄宇鹏
1308,TZ-2020-SD-000078,山东菏泽新风50MW风电项目,项目部(经理),黄宇鹏
1309,TZ-2020-XJ-000071,新疆木垒大石头第三风电场100MW项目,项目经理,黄宇鹏
1310,TZ-2020-XJ-000072,新疆木垒大石头第五风电场200MW项目,项目部(经理),黄宇鹏
1311,TZ-2020-XJ-000073,新疆北塔山华风汇能100MW风电项目,项目部(经理),黄宇鹏
1312,TZ-2020-XJ-000077,新疆老君庙国新天立49.5MW风电项目,项目经理,黄宇鹏
1313,TZ-2020-XJ-000076,新疆老君庙丝路大成50MW风电项目,项目经理,黄宇鹏
1314,TZ-2020-XJ-000075,新疆老君庙浦类海99MW风电项目,项目部(经理),黄宇鹏
1315,TZ-2016-XJ-000070,新疆托克逊风城99MW风电项目,项目部(经理),黄宇鹏
1316,TZ-2023-HB-000063,湖北公安狮子口100MW光伏项目,项目部(经理),母志远
1317,TZ-2023-GD-000103,广东肇庆高要区20MW分布式光伏项目,项目部(经理),邱中全
1318,TZ-2022-JS-000099,江苏溧阳紫宸14MW分布式光伏项目,项目部(经理),杨志会
1319,TZ-2023-AH-000100,安徽马鞍山蜂巢6MW分布式光伏项目,项目经理,杨志会
